word;sentiment
fierceness;Negative
vehemence;Negative
ferocity;Negative
vehement;Negative
fierce;Negative
trigger-happy;Negative
tearing;Negative
crimson;Negative
evacuate;Negative
excreting;Negative
evacuation;Negative
excretion;Negative
explosive;Negative
excitability;Negative
excitableness;Negative
exposure;Negative
admonition;Negative
word_of_advice;Negative
monition;Negative
purposeless;Negative
haggard;Negative
pointless;Negative
emaciate;Negative
gaunt;Negative
pine_away;Negative
emaciated;Negative
macerate;Negative
bony;Negative
squander;Negative
squandered;Negative
senseless;Negative
run_off;Negative
cadaverous;Negative
otiose;Negative
superfluous;Negative
ware;Negative
languish;Negative
pinched;Negative
rot;Negative
skeletal;Negative
cachexia;Negative
wasting_away;Negative
atrophy;Negative
cachexy;Negative
watery;Negative
infirm;Negative
frail;Negative
feeble;Negative
sapless;Negative
faint;Negative
rickety;Negative
washy;Negative
fallible;Negative
unaccented;Negative
imperfect;Negative
debile;Negative
de-escalate;Negative
attenuated;Negative
attenuate;Negative
faded;Negative
enfeebling;Negative
debilitative;Negative
enervating;Negative
impuissance;Negative
helplessness;Negative
wilfully;Negative
bedevilment;Negative
badgering;Negative
pip;Negative
rack_up;Negative
whip;Negative
vile;Negative
ugly;Negative
slimy;Negative
unworthy;Negative
despicable;Negative
haywire;Negative
amiss;Negative
wrongfulness;Negative
awry;Negative
able-bodied;Positive
capable;Positive
copiousness;Positive
teemingness;Positive
acclaim;Positive
hail;Positive
spat;Positive
applaud;Positive
clap;Positive
herald;Positive
carry_through;Positive
carry_out;Positive
fulfil;Positive
execute;Positive
action;Positive
fulfill;Positive
realised;Positive
completed;Positive
effected;Positive
established;Positive
complete;Positive
realized;Positive
skill;Positive
acquisition;Positive
acquirement;Positive
advance;Positive
onward_motion;Positive
forward_motion;Positive
progression;Positive
procession;Positive
promotion;Positive
furtherance;Positive
set_ahead;Positive
bring_forward;Positive
encourage;Positive
come_along;Positive
betterment;Positive
approach;Positive
raise;Positive
feeler;Positive
get_on;Positive
further;Positive
get_ahead;Positive
pull_ahead;Positive
supercharge;Positive
throw_out;Positive
gain_ground;Positive
come_on;Positive
pass_on;Positive
move_on;Positive
cash_advance;Positive
make_headway;Positive
kick_upstairs;Positive
go_on;Positive
rise;Positive
elevate;Positive
upgrade;Positive
march_on;Positive
get_along;Positive
shape_up;Positive
overture;Positive
promote;Positive
forward-moving;Positive
forward;Positive
vantage;Positive
well;Positive
alignment;Positive
confederation;Positive
alinement;Positive
coalition;Positive
bond;Positive
ascertain;Positive
guarantee;Positive
secure;Positive
control;Positive
insure;Positive
see_to_it;Positive
promise;Positive
reassure;Positive
check;Positive
ensure;Positive
tell;Positive
arrive_at;Positive
chance_upon;Positive
make;Positive
strike;Positive
chance_on;Positive
discover;Positive
light_upon;Positive
happen_upon;Positive
come_across;Positive
fall_upon;Positive
come_upon;Positive
attraction;Positive
attractively;Positive
welfare;Positive
do_good;Positive
respectable;Positive
outflank;Positive
considerably;Positive
C._H._Best;Positive
intimately;Positive
practiced;Positive
salutary;Positive
unspoiled;Positive
in_effect;Positive
serious;Positive
safe;Positive
ripe;Positive
upright;Positive
topper;Positive
outdo;Positive
skilful;Positive
near;Positive
skillful;Positive
substantially;Positive
unspoilt;Positive
comfortably;Positive
full;Positive
estimable;Positive
just;Positive
adept;Positive
scoop;Positive
honest;Positive
in_force;Positive
trump;Positive
undecomposed;Positive
expert;Positive
right;Positive
Charles_Herbert_Best;Positive
sound;Positive
dear;Positive
meliorate;Positive
amend;Positive
punter;Positive
ameliorate;Positive
bettor;Positive
wagerer;Positive
pad;Positive
bolster_up;Positive
bolster;Positive
long_pillow;Positive
flourish;Positive
gold_rush;Positive
din;Positive
gravy;Positive
roaring;Positive
boom_out;Positive
smash;Positive
roar;Positive
windfall;Positive
bunce;Positive
godsend;Positive
manna_from_heaven;Positive
bonanza;Positive
thunder;Positive
thrive;Positive
nail;Positive
microphone_boom;Positive
blast;Positive
expand;Positive
flourishing;Positive
thriving;Positive
stentorian;Positive
palmy;Positive
hike_up;Positive
hike;Positive
cost_increase;Positive
discovery;Positive
find;Positive
magnificent;Positive
brainy;Positive
splendid;Positive
bright;Positive
glorious;Positive
vivid;Positive
smart_as_a_whip;Positive
superb;Positive
large-hearted;Positive
benevolent;Positive
good-hearted;Positive
sympathetic;Positive
openhearted;Positive
kindly;Positive
cooperate;Positive
get_together;Positive
join_forces;Positive
coaction;Positive
quislingism;Positive
collaborationism;Positive
collaborationist;Positive
cooperator;Positive
henchman;Positive
confederate;Positive
partner_in_crime;Positive
pardner;Positive
partner;Positive
quisling;Positive
congratulate;Positive
gratis;Positive
gratuitous;Positive
costless;Positive
free;Positive
wish;Positive
regard;Positive
once_and_for_all;Positive
contributing;Positive
contributory;Positive
contributive;Positive
tributary;Positive
convinced;Positive
sure-footed;Positive
surefooted;Positive
gracious;Positive
nice;Positive
originative;Positive
creative_thinking;Positive
enthrall;Positive
transport;Positive
enchant;Positive
enrapture;Positive
joy;Positive
ravish;Positive
revel;Positive
delectation;Positive
please;Positive
enthral;Positive
captivated;Positive
beguiled;Positive
entranced;Positive
enthralled;Positive
charmed;Positive
delicious;Positive
reliability;Positive
dependableness;Positive
reliableness;Positive
rock-steady;Positive
steady-going;Positive
true;Positive
reliable;Positive
suitable;Positive
desire;Positive
sought_after;Positive
craved;Positive
want;Positive
coveted;Positive
hope;Positive
trust;Positive
in_demand;Positive
contempt;Positive
disdain;Positive
scorn;Positive
doom;Positive
fate;Positive
specify;Positive
designate;Positive
bound;Positive
intend;Positive
destine;Positive
persevering;Positive
differentiation;Positive
eminence;Positive
note;Positive
classifiable;Positive
typical;Positive
disparateness;Positive
speciality;Positive
peculiarity;Positive
specialness;Positive
specialty;Positive
woolgather;Positive
stargaze;Positive
ambition;Positive
aspiration;Positive
pipe_dream;Positive
daydream;Positive
dreaming;Positive
comfortable;Positive
well-fixed;Positive
light;Positive
wanton;Positive
well-heeled;Positive
sluttish;Positive
loose;Positive
easygoing;Positive
leisurely;Positive
well-off;Positive
gentle;Positive
promiscuous;Positive
well-situated;Positive
well-to-do;Positive
slow;Positive
tardily;Positive
slowly;Positive
effectual;Positive
efficacious;Positive
expeditiously;Positive
indue;Positive
gift;Positive
endue;Positive
authorise;Positive
endow;Positive
invest;Positive
authorize;Positive
sceptered;Positive
sceptred;Positive
bucked_up;Positive
supporting;Positive
heighten;Positive
sweetening;Positive
love;Positive
savor;Positive
relish;Positive
bask;Positive
savour;Positive
pleasurable;Positive
gratifying;Positive
agreeably;Positive
use;Positive
exuberance;Positive
ebullience;Positive
sky-high;Positive
excellency;Positive
fantabulous;Positive
first-class;Positive
stand_out;Positive
excel;Positive
particular;Positive
prodigious;Positive
olympian;Positive
exceeding;Positive
especial;Positive
special;Positive
mad;Positive
energise;Positive
frantic;Positive
commove;Positive
stimulate;Positive
sex;Positive
shake_up;Positive
worked_up;Positive
wind_up;Positive
delirious;Positive
energize;Positive
rouse;Positive
charge_up;Positive
arouse;Positive
excite;Positive
charge;Positive
agitate;Positive
aroused;Positive
shake;Positive
turn_on;Positive
stir;Positive
unrestrained;Positive
emotional;Positive
activated;Positive
hullabaloo;Positive
excitation;Positive
turmoil;Positive
fervor;Positive
upheaval;Positive
inflammation;Positive
exhilaration;Positive
agitation;Positive
fervour;Positive
single;Positive
undivided;Positive
sole;Positive
solely;Positive
only;Positive
alone;Positive
entirely;Positive
clannishness;Positive
cliquishness;Positive
warning;Positive
emblematic;Positive
model;Positive
admonitory;Positive
cautionary;Positive
typic;Positive
monitory;Positive
wonderful;Positive
fantastical;Positive
wild;Positive
howling;Positive
antic;Positive
grand;Positive
marvelous;Positive
rattling;Positive
wondrous;Positive
terrific;Positive
grotesque;Positive
marvellous;Positive
favourable;Positive
golden;Positive
lucky;Positive
well-disposed;Positive
favourably;Positive
prefer;Positive
pet;Positive
preferent;Positive
best-loved;Positive
preferred;Positive
favor;Positive
favour;Positive
privilege;Positive
favourite;Positive
dearie;Positive
front-runner;Positive
ducky;Positive
darling;Positive
deary;Positive
earn;Positive
realize;Positive
amplification;Positive
take_in;Positive
bring_in;Positive
increase;Positive
addition;Positive
put_on;Positive
acquire;Positive
derive;Positive
gather;Positive
realise;Positive
pull_in;Positive
clear;Positive
thoroughly;Positive
soundly;Positive
goodness;Positive
trade_good;Positive
outstanding;Positive
groovy;Positive
with_child;Positive
large;Positive
enceinte;Positive
nifty;Positive
dandy;Positive
smashing;Positive
keen;Positive
peachy;Positive
slap-up;Positive
majuscule;Positive
swell;Positive
corking;Positive
heavy;Positive
bang-up;Positive
expectant;Positive
gravid;Positive
neat;Positive
bully;Positive
not_bad;Positive
cracking;Positive
sterling;Positive
superlative;Positive
illustriousness;Positive
immensity;Positive
vastness;Positive
enormousness;Positive
wideness;Positive
immenseness;Positive
grandness;Positive
sizeableness;Positive
glad;Positive
well-chosen;Positive
felicitous;Positive
gayly;Positive
blithely;Positive
jubilantly;Positive
merrily;Positive
mirthfully;Positive
felicity;Positive
eminent;Positive
gamey;Positive
gamy;Positive
in_high_spirits;Positive
high-pitched;Positive
high;Positive
mellow;Positive
respect;Positive
abide_by;Positive
accolade;Positive
laurels;Positive
purity;Positive
pureness;Positive
award;Positive
observe;Positive
honour;Positive
ethical;Positive
honourable;Positive
esteemed;Positive
observance;Positive
idealistic;Positive
nonsuch;Positive
saint;Positive
apotheosis;Positive
nonesuch;Positive
paragon;Positive
nonpareil;Positive
affect;Positive
ingrain;Positive
imprint;Positive
move;Positive
shanghai;Positive
impressment;Positive
print;Positive
yarn-dye;Positive
instill;Positive
telling;Positive
imposingly;Positive
melioration;Positive
up;Positive
unbelievable;Positive
implausibly;Positive
unbelievably;Positive
fabulously;Positive
improbably;Positive
fantastically;Positive
enlightening;Positive
informatory;Positive
illuminating;Positive
instructive;Positive
ingeniousness;Positive
cleverness;Positive
introduce;Positive
institution;Positive
founding;Positive
excogitation;Positive
instauration;Positive
foundation;Positive
design;Positive
origination;Positive
creation;Positive
initiation;Positive
conception;Positive
introduction;Positive
groundbreaking;Positive
forward-looking;Positive
innovational;Positive
modern;Positive
advanced;Positive
pioneer;Positive
trailblazer;Positive
groundbreaker;Positive
divine_guidance;Positive
stirring;Positive
intake;Positive
breathing_in;Positive
inhalation;Positive
brainchild;Positive
unity;Positive
wholeness;Positive
contrive;Positive
make_up;Positive
forge;Positive
excogitate;Positive
cook_up;Positive
devise;Positive
manufacture;Positive
formulate;Positive
fabricate;Positive
imaginative;Positive
discoverer;Positive
artificer;Positive
leaders;Positive
conduct;Positive
pass;Positive
contribute;Positive
direct;Positive
in_the_lead;Positive
result;Positive
conduce;Positive
starring;Positive
run;Positive
prima;Positive
leave;Positive
extend;Positive
moderate;Positive
head;Positive
precede;Positive
go;Positive
guide;Positive
star;Positive
stellar;Positive
chair;Positive
patriotic;Positive
fast;Positive
truehearted;Positive
firm;Positive
remunerative;Positive
moneymaking;Positive
meritable;Positive
chance;Positive
affirmative;Positive
surmount;Positive
outstrip;Positive
outmatch;Positive
outgo;Positive
exceed;Positive
everlasting;Positive
unadulterated;Positive
perfective_tense;Positive
staring;Positive
utter;Positive
perfect_tense;Positive
consummate;Positive
double-dyed;Positive
arrant;Positive
thoroughgoing;Positive
hone;Positive
gross;Positive
sodding;Positive
pure;Positive
perfective;Positive
stark;Positive
absolutely;Positive
dead;Positive
utterly;Positive
cheerily;Positive
sunnily;Positive
proud_of;Positive
pleasance;Positive
bountiful;Positive
copious;Positive
ample;Positive
rich;Positive
plenteous;Positive
democratic;Positive
pop;Positive
overconfident;Positive
prescribed;Positive
positive_degree;Positive
incontrovertible;Positive
positivist;Positive
positively_charged;Positive
cocksure;Positive
plus;Positive
confirming;Positive
positivistic;Positive
electropositive;Positive
irrefutable;Positive
Prime_Minister;Positive
prime;Positive
PM;Positive
chancellor;Positive
prestigiousness;Positive
technique;Positive
technical;Positive
lucrativeness;Positive
gainfulness;Positive
profitableness;Positive
fruitfully;Positive
productively;Positive
build;Positive
build_up;Positive
work_up;Positive
prosper;Positive
fly_high;Positive
successfulness;Positive
halcyon;Positive
recoil;Positive
repercussion;Positive
spring;Positive
reverberate;Positive
resile;Positive
bounce;Positive
backlash;Positive
take_a_hop;Positive
ricochet;Positive
open;Positive
centripetal;Positive
sensory;Positive
retrieve;Positive
recover;Positive
restitution;Positive
restoration;Positive
return;Positive
firmness_of_purpose;Positive
firmness;Positive
declaration;Positive
decide;Positive
resoluteness;Positive
answer;Positive
resolution;Positive
conclude;Positive
settle;Positive
adjudicate;Positive
dissolve;Positive
break_up;Positive
solve;Positive
purpose;Positive
overturn;Positive
revolutionise;Positive
inspire;Positive
reinforcement;Positive
repay;Positive
payoff;Positive
reinforce;Positive
wages;Positive
pay_back;Positive
atonement;Positive
gratification;Positive
expiation;Positive
acceptable;Positive
slaked;Positive
fill;Positive
quenched;Positive
live_up_to;Positive
meet;Positive
gratify;Positive
comforting;Positive
square;Positive
solid;Positive
hearty;Positive
substantial;Positive
cheering;Positive
polish;Positive
liquid;Positive
shine;Positive
politic;Positive
fluent;Positive
legato;Positive
tranquil;Positive
smoothen;Positive
bland;Positive
placid;Positive
quiet;Positive
still;Positive
suave;Positive
fluid;Positive
unruffled;Positive
smooth_out;Positive
swimmingly;Positive
lick;Positive
figure_out;Positive
puzzle_out;Positive
work_out;Positive
work;Positive
striking;Positive
dramatic;Positive
salient;Positive
prominent;Positive
stunningly;Positive
stableness;Positive
constancy;Positive
stabilisation;Positive
stabilise;Positive
steady;Positive
brace;Positive
stabilised;Positive
stabilising;Positive
unchanging;Positive
horse_barn;Positive
static;Positive
enduringness;Positive
intensity_level;Positive
military_strength;Positive
military_posture;Positive
posture;Positive
strong_suit;Positive
strong_point;Positive
persuasiveness;Positive
forcefulness;Positive
force;Positive
forte;Positive
durability;Positive
long_suit;Positive
potency;Positive
intensity;Positive
military_capability;Positive
lastingness;Positive
metier;Positive
effectiveness;Positive
tone_up;Positive
beef_up;Positive
fortify;Positive
tone;Positive
reinforced;Positive
stiff;Positive
hard;Positive
potent;Positive
impregnable;Positive
unassailable;Positive
unattackable;Positive
inviolable;Positive
warm;Positive
bring_home_the_bacon;Positive
follow;Positive
come_after;Positive
deliver_the_goods;Positive
come_through;Positive
next;Positive
future;Positive
achiever;Positive
succeeder;Positive
higher-up;Positive
superordinate;Positive
superscript;Positive
victor;Positive
ranking;Positive
higher-ranking;Positive
Lake_Superior;Positive
master;Positive
go_by;Positive
go_past;Positive
pass_by;Positive
transcend;Positive
travel_by;Positive
transcendent;Positive
foil;Positive
transparence;Positive
transparentness;Positive
frightful;Positive
terrible;Positive
awful;Positive
enormous;Positive
staggeringly;Positive
enormously;Positive
hugely;Positive
unrivaled;Positive
unmatchable;Positive
unpaired;Positive
unmated;Positive
unrivalled;Positive
peerless;Positive
odd;Positive
matchless;Positive
one;Positive
one_and_only;Positive
unequalled;Positive
unique;Positive
unequaled;Positive
unexcelled;Positive
unexceeded;Positive
worthful;Positive
various;Positive
reverberance;Positive
resonance;Positive
sonorousness;Positive
sonority;Positive
ringing;Positive
plangency;Positive
vivacious;Positive
profits;Positive
winnings;Positive
fetching;Positive
victorious;Positive
suspension;Neutral
most;Neutral
about;Neutral
near;Neutral
nigh;Neutral
virtually;Neutral
well-nigh;Neutral
adjustment;Neutral
revision;Neutral
modification;Neutral
change;Neutral
equivocalness;Neutral
equivocal;Neutral
foretell;Neutral
foresee;Neutral
look_to;Neutral
forebode;Neutral
promise;Neutral
previse;Neutral
forestall;Neutral
counter;Neutral
foreknow;Neutral
prognosticate;Neutral
call;Neutral
expect;Neutral
look_for;Neutral
awaited;Neutral
hoped-for;Neutral
expectancy;Neutral
prevision;Neutral
expectation;Neutral
ostensible;Neutral
patent;Neutral
evident;Neutral
manifest;Neutral
plain;Neutral
unmistakable;Neutral
seeming;Neutral
patently;Neutral
plainly;Neutral
seemingly;Neutral
on_the_face_of_it;Neutral
obviously;Neutral
manifestly;Neutral
ostensibly;Neutral
evidently;Neutral
seem;Neutral
come_out;Neutral
come_along;Neutral
look;Neutral
appearance;Neutral
coming_into_court;Neutral
judge;Neutral
gauge;Neutral
guess;Neutral
come_close;Neutral
estimate;Neutral
approximative;Neutral
rough;Neutral
close_together;Neutral
just_about;Neutral
more_or_less;Neutral
close_to;Neutral
some;Neutral
around;Neutral
or_so;Neutral
estimation;Neutral
idea;Neutral
bringing_close_together;Neutral
at_random;Neutral
willy-nilly;Neutral
indiscriminately;Neutral
every_which_way;Neutral
haphazardly;Neutral
whimsicality;Neutral
flightiness;Neutral
whimsey;Neutral
capriciousness;Neutral
whimsy;Neutral
strike;Neutral
take_up;Neutral
simulate;Neutral
feign;Neutral
adopt;Neutral
take_on;Neutral
don;Neutral
seize;Neutral
wear;Neutral
sham;Neutral
get_into;Neutral
put_on;Neutral
usurp;Neutral
arrogate;Neutral
acquire;Neutral
take_for_granted;Neutral
take_over;Neutral
accept;Neutral
fictitious;Neutral
pretended;Neutral
fictive;Neutral
false;Neutral
presumptuous;Neutral
assumptive;Neutral
supposition;Neutral
premiss;Neutral
laying_claim;Neutral
presumptuousness;Neutral
premise;Neutral
August_15;Neutral
effrontery;Neutral
supposal;Neutral
Assumption_of_Mary;Neutral
conceive;Neutral
consider;Neutral
think;Neutral
trust;Neutral
impression;Neutral
notion;Neutral
feeling;Neutral
belief;Neutral
opinion;Neutral
timid;Neutral
conservative;Neutral
guardedly;Neutral
carefully;Neutral
conservatively;Neutral
caution;Neutral
carefulness;Neutral
illumination;Neutral
elucidation;Neutral
clearing;Neutral
imaginable;Neutral
contingence;Neutral
eventuality;Neutral
dependent_upon;Neutral
depending_on;Neutral
dependent_on;Neutral
contingent_upon;Neutral
dependant_upon;Neutral
contingent_on;Neutral
dependant_on;Neutral
detail;Neutral
crossway;Neutral
carrefour;Neutral
intersection;Neutral
crossing;Neutral
hamlet;Neutral
juncture;Neutral
critical_point;Neutral
bet;Neutral
reckon;Neutral
count;Neutral
calculate;Neutral
addiction;Neutral
dependance;Neutral
habituation;Neutral
colony;Neutral
pendent;Neutral
dependant;Neutral
strung-out;Neutral
pendant;Neutral
subject;Neutral
qualified;Neutral
subordinate;Neutral
drug-addicted;Neutral
hooked;Neutral
disagree;Neutral
dissent;Neutral
take_issue;Neutral
vulnerability;Neutral
picture;Neutral
pic;Neutral
photograph;Neutral
photo;Neutral
waver;Neutral
vacillate;Neutral
wavering;Neutral
blot_out;Neutral
secret;Neutral
hide_out;Neutral
obscure;Neutral
veil;Neutral
shroud;Neutral
obliterate;Neutral
hide;Neutral
conceal;Neutral
concealed;Neutral
cover;Neutral
out_of_sight;Neutral
enshroud;Neutral
hinge;Neutral
flexible_joint;Neutral
impreciseness;Neutral
improbableness;Neutral
marvelous;Neutral
unbelievable;Neutral
unconvincing;Neutral
tall;Neutral
unlikely;Neutral
marvellous;Neutral
indeterminateness;Neutral
indefinity;Neutral
indetermination;Neutral
indeterminacy;Neutral
inexactitude;Neutral
imbalance;Neutral
unstableness;Neutral
unbalance;Neutral
nonphysical;Neutral
intangible_asset;Neutral
impalpable;Neutral
likeliness;Neutral
whitethorn;Neutral
Crataegus_laevigata;Neutral
Crataegus_oxycantha;Neutral
English_hawthorn;Neutral
mayhap;Neutral
peradventure;Neutral
perchance;Neutral
mightiness;Neutral
power;Neutral
closely;Neutral
intimately;Neutral
on_occasion;Neutral
now_and_again;Neutral
at_times;Neutral
once_in_a_while;Neutral
from_time_to_time;Neutral
now_and_then;Neutral
normally;Neutral
unremarkably;Neutral
commonly;Neutral
usually;Neutral
opening;Neutral
theory;Neutral
possibleness;Neutral
possible_action;Neutral
hypothesis;Neutral
potential;Neutral
guard;Neutral
safeguard;Neutral
forethought;Neutral
care;Neutral
precautional;Neutral
bode;Neutral
auspicate;Neutral
portend;Neutral
foreshadow;Neutral
augur;Neutral
omen;Neutral
prefigure;Neutral
betoken;Neutral
presage;Neutral
forecast;Neutral
forecasting;Neutral
prognostication;Neutral
foretelling;Neutral
prognosticative;Neutral
prognostic;Neutral
soothsayer;Neutral
prognosticator;Neutral
forecaster;Neutral
prelim;Neutral
overture;Neutral
prelude;Neutral
presumptively;Neutral
make_bold;Neutral
dare;Neutral
given;Neutral
precondition;Neutral
chance;Neutral
likely;Neutral
credibly;Neutral
in_all_likelihood;Neutral
belike;Neutral
in_all_probability;Neutral
plausibly;Neutral
believably;Neutral
randomise;Neutral
randomised;Neutral
haphazardness;Neutral
noise;Neutral
S;Neutral
entropy;Neutral
stochasticity;Neutral
reevaluate;Neutral
follow-up;Neutral
followup;Neutral
redirect_examination;Neutral
review;Neutral
re-explain;Neutral
rescript;Neutral
retool;Neutral
revisal;Neutral
risk_of_exposure;Neutral
danger;Neutral
jeopardy;Neutral
put_on_the_line;Neutral
hazard;Neutral
lay_on_the_line;Neutral
gamble;Neutral
run_a_risk;Neutral
take_chances;Neutral
adventure;Neutral
endangerment;Neutral
risk_of_infection;Neutral
peril;Neutral
take_a_chance;Neutral
rumor;Neutral
bruit;Neutral
hearsay;Neutral
rumour;Neutral
rarely;Neutral
quondam;Neutral
erstwhile;Neutral
former;Neutral
old;Neutral
one-time;Neutral
onetime;Neutral
slightly;Neutral
middling;Neutral
reasonably;Neutral
passably;Neutral
fairly;Neutral
pretty;Neutral
moderately;Neutral
jolly;Neutral
someplace;Neutral
theorize;Neutral
muse;Neutral
hypothecate;Neutral
ruminate;Neutral
conjecture;Neutral
meditate;Neutral
mull;Neutral
suppose;Neutral
hypothesize;Neutral
contemplate;Neutral
chew_over;Neutral
excogitate;Neutral
reflect;Neutral
job;Neutral
ponder;Neutral
hypothesise;Neutral
think_over;Neutral
mull_over;Neutral
theorise;Neutral
venture;Neutral
surmise;Neutral
meditation;Neutral
surmisal;Neutral
high-risk;Neutral
notional;Neutral
inquisitive;Neutral
wondering;Neutral
bad;Neutral
questioning;Neutral
periodically;Neutral
of_a_sudden;Neutral
all_of_a_sudden;Neutral
short;Neutral
abruptly;Neutral
dead;Neutral
on_the_spur_of_the_moment;Neutral
evoke;Neutral
advise;Neutral
intimate;Neutral
indicate;Neutral
propose;Neutral
hint;Neutral
paint_a_picture;Neutral
incline;Neutral
minded;Neutral
aid;Neutral
attention;Neutral
be_given;Neutral
run;Neutral
disposed;Neutral
lean;Neutral
apt;Neutral
tend;Neutral
probationary;Neutral
provisionary;Neutral
provisional;Neutral
changeable;Neutral
unsealed;Neutral
incertain;Neutral
unsure;Neutral
falteringly;Neutral
unsteadily;Neutral
uncertainness;Neutral
dubiousness;Neutral
dubiety;Neutral
doubtfulness;Neutral
incertitude;Neutral
precariousness;Neutral
undecipherable;Neutral
ill-defined;Neutral
unreadable;Neutral
indecipherable;Neutral
unresolved;Neutral
open;Neutral
on_the_fence;Neutral
insensible;Neutral
indiscernible;Neutral
strangeness;Neutral
unsecured;Neutral
nameless;Neutral
unnamed;Neutral
unsung;Neutral
terra_incognita;Neutral
strange;Neutral
alien;Neutral
unknown_quantity;Neutral
unknown_region;Neutral
stranger;Neutral
wrong;Neutral
untimely;Neutral
ill-timed;Neutral
unnerve;Neutral
enervate;Neutral
faze;Neutral
unsettle;Neutral
broad;Neutral
young;Neutral
untried;Neutral
unseasoned;Neutral
outstandingly;Neutral
unco;Neutral
remarkably;Neutral
spontaneous;Neutral
oral;Neutral
ad-lib;Neutral
vagary;Neutral
dim;Neutral
faint;Neutral
shadowy;Neutral
wispy;Neutral
mistily;Neutral
variableness;Neutral
unevenness;Neutral
variable_quantity;Neutral
variable_star;Neutral
divergence;Neutral
discrepancy;Neutral
disagreement;Neutral
division;Neutral
form;Neutral
random_variable;Neutral
strain;Neutral
var.;Neutral
stochastic_variable;Neutral
edition;Neutral
chance_variable;Neutral
variate;Neutral
version;Neutral
magnetic_declination;Neutral
mutation;Neutral
sport;Neutral
pas_seul;Neutral
mutant;Neutral
magnetic_variation;Neutral
wide-ranging;Neutral
diverge;Neutral
depart;Neutral
variegate;Neutral
motley;Neutral
alter;Neutral
excitability;Neutral
excitableness;Neutral
free;Negative
shrive;Negative
justify;Negative
vindicated;Negative
cleared;Negative
clear;Negative
exonerated;Negative
access;Negative
assenting;Negative
addition;Negative
admittance;Negative
rise_to_power;Negative
entree;Negative
take_on;Negative
win;Negative
gain;Negative
assume;Negative
grow;Negative
larn;Negative
produce;Negative
evolve;Negative
learn;Negative
acquire;Negative
get;Negative
develop;Negative
adopt;Negative
release;Negative
supplement;Negative
postscript;Negative
addendum;Negative
withdraw;Negative
retire;Negative
break_up;Negative
recess;Negative
dissolution;Negative
hold;Negative
declare;Negative
try;Negative
decide;Negative
judge;Negative
settle;Negative
resolve;Negative
admission_charge;Negative
price_of_admission;Negative
admission_price;Negative
entrance_fee;Negative
entrance_money;Negative
admission_fee;Negative
aggrieve;Negative
grieve;Negative
repair;Negative
better;Negative
rectify;Negative
improve;Negative
ameliorate;Negative
meliorate;Negative
remedy;Negative
correctable;Negative
redress;Negative
restitution;Negative
damages;Negative
reparation;Negative
ancestor;Negative
root;Negative
ascendent;Negative
forerunner;Negative
solicitation;Negative
entreaty;Negative
attract;Negative
invoke;Negative
charm;Negative
collection;Negative
appealingness;Negative
ingathering;Negative
prayer;Negative
likeable;Negative
sympathetic;Negative
likable;Negative
plaintiff_in_error;Negative
accessory;Negative
add-on;Negative
gear;Negative
paraphernalia;Negative
adjuvant;Negative
adjunct;Negative
ancillary;Negative
auxiliary;Negative
intermediate;Negative
liaise;Negative
intercede;Negative
arbitrament;Negative
arbitrement;Negative
umpire;Negative
arbiter;Negative
ascendance;Negative
dominance;Negative
ascendence;Negative
control;Negative
ascendency;Negative
ascensive;Negative
dominating;Negative
affirmable;Negative
parceling;Negative
allotment;Negative
parcelling;Negative
tryst;Negative
apportionment;Negative
apportioning;Negative
allocation;Negative
evidence;Negative
demonstrate;Negative
take_the_stand;Negative
manifest;Negative
certify;Negative
bear_witness;Negative
documented;Negative
authenticated;Negative
beneficiate;Negative
ore_processing;Negative
mineral_dressing;Negative
ore_dressing;Negative
mineral_extraction;Negative
mineral_processing;Negative
writ_of_certiorari;Negative
ceding;Negative
movable;Negative
personal_chattel;Negative
exact;Negative
lay_claim;Negative
arrogate;Negative
call;Negative
title;Negative
clawback;Negative
co-defendant;Negative
code;Negative
go_for;Negative
accept;Negative
physical_composition;Negative
US_Constitution;Negative
fundamental_law;Negative
make-up;Negative
U.S._Constitution;Negative
United_States_Constitution;Negative
organization;Negative
formation;Negative
Old_Ironsides;Negative
organisation;Negative
Constitution_of_the_United_States;Negative
makeup;Negative
organic_law;Negative
composition;Negative
establishment;Negative
inbuilt;Negative
inherent;Negative
organic;Negative
constituent;Negative
built-in;Negative
integral;Negative
interpret;Negative
contention;Negative
arguing;Negative
controversy;Negative
tilt;Negative
disputation;Negative
disceptation;Negative
argument;Negative
sign_up;Negative
sign_on;Negative
contract_bridge;Negative
cut;Negative
narrow;Negative
concentrate;Negative
condense;Negative
declaration;Negative
press;Negative
constrict;Negative
compress;Negative
shorten;Negative
sign;Negative
foreshorten;Negative
abbreviate;Negative
shrink;Negative
reduce;Negative
undertake;Negative
compact;Negative
abridge;Negative
squeeze;Negative
catching;Negative
infringe;Negative
run_afoul;Negative
negate;Negative
conflict;Negative
contradict;Negative
dispute;Negative
refute;Negative
oppose;Negative
conveyance_of_title;Negative
transport;Negative
impartation;Negative
imparting;Negative
transfer;Negative
transportation;Negative
conveying;Negative
conveyancing;Negative
transferral;Negative
conterminous;Negative
coextensive;Negative
advise;Negative
advocate;Negative
counsellor;Negative
counselor-at-law;Negative
pleader;Negative
guidance;Negative
direction;Negative
rede;Negative
counselor;Negative
counselling;Negative
counseling;Negative
lawcourt;Negative
motor_lodge;Negative
courtyard;Negative
solicit;Negative
judicature;Negative
tribunal;Negative
royal_court;Negative
